"","SchoolYear","NCESDistrictID","StudentID","AdministrationDate","TermAssessmentSubject","ScaleScore","PercentileRank","GradeEquivalent","StudentGrowthPercentile","BenchmarkLevel","WindowName"
"1432","2023-2024","108807087","108226377","2024-05-07 19:59:15.711","Reading","224","1","2.3","18","4","EOY"
"1433","2023-2024","108807009","108049166","2024-05-02 20:06:52.768","Reading","618","13","5.5","67","3","EOY"
"1434","2023-2024","108807017","108185648","2024-05-01 19:15:34.338","Reading","899","50","7.8","99","1","EOY"
"1435","2023-2024","108807087","108120960","2024-05-10 13:24:58.894","Reading","455","8","4.0","16","4","EOY"
"1436","2023-2024","108807015","108060250","2024-04-30 18:54:05.462","Reading","544","18","4.8","10","3","EOY"
"1437","2023-2024","108807108","108086687","2024-05-08 16:36:58.540","Reading","277","6","2.6","8","4","EOY"
"1438","2023-2024","108807017","108216233","2024-05-02 15:02:43.519","Reading","259","1","2.5","2","4","EOY"
"1439","2023-2024","108807087","108229856","2024-05-13 18:33:17.684","Reading","789","47","6.9","58","1","EOY"
"1440","2023-2024","108807015","108056953","2024-04-30 20:00:21.116","Reading","637","30","5.7","22","2","EOY"
"1441","2023-2024","108807009","108048104","2024-05-02 20:12:53.919","Reading","1300","76","> 12.9","99","1","EOY"
"1442","2023-2024","108807017","108185653","2024-05-15 20:17:08.932","Reading","8","1","0.0","","4","EOY"
"1443","2023-2024","108807108","108121637","2024-05-02 17:01:39.506","Reading","401","22","3.6","91","3","EOY"
"1444","2023-2024","108807087","108149213","2024-05-10 17:09:59.262","Reading","779","47","6.8","48","1","EOY"
"1445","2023-2024","108807017","108057665","2024-05-15 17:04:43.330","Reading","478","7","4.2","6","4","EOY"
"1446","2023-2024","108807017","108071432","2024-05-15 18:42:49.065","Reading","961","57","8.5","92","1","EOY"
"1447","2023-2024","108807014","108083025","2024-05-07 13:20:27.056","Reading","1134","58","10.0","76","1","EOY"
"1448","2023-2024","108807017","108185644","2024-05-03 16:57:37.640","Reading","270","1","2.6","","4","EOY"
"1449","2023-2024","108807108","108075536","2024-05-02 16:59:26.225","Reading","449","31","3.9","93","2","EOY"
"1450","2023-2024","108807009","108150541","2024-05-02 19:00:55.030","Reading","861","34","7.5","24","2","EOY"
"1451","2023-2024","108807087","108112804","2024-05-10 17:05:06.438","Reading","576","22","5.1","25","3","EOY"
"1452","2023-2024","108807017","108147127","2024-05-15 17:06:45.366","Reading","494","8","4.4","7","4","EOY"
"1453","2023-2024","108807009","108051215","2024-05-03 20:18:05.697","Reading","728","23","6.5","9","3","EOY"
"1454","2023-2024","108807014","108098966","2024-05-07 14:38:06.136","Reading","360","2","3.2","26","4","EOY"
"1455","2023-2024","108807015","108105983","2024-05-02 16:28:38.775","Reading","548","18","4.8","93","3","EOY"
"1456","2023-2024","108807014","108051040","2024-05-07 14:29:06.930","Reading","398","2","3.5","8","4","EOY"
"1457","2023-2024","108807108","108075345","2024-05-02 16:53:55.441","Reading","293","7","2.8","8","4","EOY"
"1458","2023-2024","108807017","108163048","2024-05-15 18:28:59.063","Reading","1218","77","11.5","6","1","EOY"
"1459","2023-2024","108807015","108064497","2024-05-07 14:05:32.008","Reading","584","23","5.2","64","3","EOY"
"1460","2023-2024","108807087","108090153","2024-05-10 16:45:47.859","Reading","281","2","2.7","9","4","EOY"
"1461","2023-2024","108807014","108052199","2024-05-07 20:22:50.808","Reading","517","7","4.6","31","4","EOY"
"1462","2023-2024","108807087","108229907","2024-05-15 16:46:58.909","Reading","145","1","1.8","1","4","EOY"
"1463","2023-2024","108807015","108056929","2024-04-30 16:54:41.383","Reading","540","17","4.8","1","3","EOY"
"1464","2023-2024","108807087","108100497","2024-05-07 18:58:00.110","Reading","381","4","3.4","17","4","EOY"
"1465","2023-2024","108807009","108049955","2024-05-03 20:27:44.294","Reading","469","5","4.1","6","4","EOY"
"1466","2023-2024","108807087","108107432","2024-05-10 13:50:06.649","Reading","856","56","7.4","96","1","EOY"
"1467","2023-2024","108807087","108241693","2024-05-10 16:53:14.657","Reading","103","1","1.5","3","4","EOY"
"1468","2023-2024","108807014","108039443","2024-05-07 13:18:23.248","Reading","455","4","4.0","9","4","EOY"
"1469","2023-2024","108807009","108053555","2024-05-08 18:19:00.845","Reading","779","26","6.8","22","2","EOY"
"1470","2023-2024","108807015","108056911","2024-04-30 15:31:43.916","Reading","810","51","7.0","59","1","EOY"
"1471","2023-2024","108807015","108056161","2024-04-30 17:16:29.852","Reading","626","29","5.6","95","2","EOY"
"1472","2023-2024","108807087","108229885","2024-05-10 17:11:43.585","Reading","777","47","6.8","12","1","EOY"
"1473","2023-2024","108807017","108230058","2024-05-15 13:42:43.770","Reading","508","9","4.5","7","4","EOY"
"1474","2023-2024","108807087","108090146","2024-05-10 13:30:38.583","Reading","772","46","6.7","47","1","EOY"
"1475","2023-2024","108807087","108229894","2024-05-10 15:30:11.223","Reading","464","9","4.1","6","4","EOY"
"1476","2023-2024","108807015","108157072","2024-04-30 20:02:02.467","Reading","376","4","3.4","13","4","EOY"
"1477","2023-2024","108807015","108060238","2024-04-30 20:32:59.656","Reading","424","6","3.7","3","4","EOY"
"1478","2023-2024","108807017","108061808","2024-05-15 13:37:58.039","Reading","554","13","4.9","49","3","EOY"
"1479","2023-2024","108807015","108183471","2024-04-30 15:13:55.541","Reading","464","9","4.1","13","4","EOY"
"1480","2023-2024","108807015","108056962","2024-04-30 16:43:41.036","Reading","488","11","4.3","4","3","EOY"
"1481","2023-2024","108807015","108056985","2024-04-30 20:10:28.246","Reading","523","16","4.6","23","3","EOY"
"1482","2023-2024","108807087","108229873","2024-05-10 16:55:32.840","Reading","1108","80","9.8","61","1","EOY"
"1483","2023-2024","108807015","108056969","2024-04-30 20:09:31.206","Reading","1053","77","9.3","79","1","EOY"
"1484","2023-2024","108807017","108137452","2024-05-15 20:03:32.886","Reading","1207","76","11.2","59","1","EOY"
"1485","2023-2024","108807108","108089761","2024-05-02 16:52:46.522","Reading","569","58","5.0","15","1","EOY"
"1486","2023-2024","108807108","108075492","2024-05-02 16:56:42.491","Reading","217","3","2.2","52","4","EOY"
"1487","2023-2024","108807014","108086329","2024-05-07 19:00:55.813","Reading","359","2","3.2","","4","EOY"
"1488","2023-2024","108807108","108195508","2024-05-07 16:56:57.358","Reading","107","1","1.5","64","4","EOY"
"1489","2023-2024","108807108","108060990","2024-05-02 16:50:23.587","Reading","483","40","4.3","5","1","EOY"
"1490","2023-2024","108807017","108059740","2024-05-15 18:31:28.457","Reading","327","2","3.0","7","4","EOY"
"1491","2023-2024","108807014","108039493","2024-05-08 18:39:27.802","Reading","865","34","7.5","12","2","EOY"
"1492","2023-2024","108807015","108234165","2024-05-03 13:47:20.815","Reading","534","17","4.7","96","3","EOY"
"1493","2023-2024","108807015","108234170","2024-04-30 16:44:24.268","Reading","1126","81","9.9","20","1","EOY"
"1494","2023-2024","108807017","108057107","2024-05-15 19:02:06.777","Reading","747","33","6.6","52","2","EOY"
"1495","2023-2024","108807015","108060234","2024-04-30 18:33:49.440","Reading","602","26","5.4","24","2","EOY"
"1496","2023-2024","108807015","108056920","2024-04-30 20:31:33.853","Reading","425","6","3.7","2","4","EOY"
"1497","2023-2024","108807014","108053073","2024-05-07 14:26:39.169","Reading","1321","81","> 12.9","98","1","EOY"
"1498","2023-2024","108807009","108082084","2024-05-02 13:35:31.552","Reading","420","3","3.7","11","4","EOY"
"1499","2023-2024","108807087","108235015","2024-05-08 19:09:03.036","Reading","540","17","4.8","78","3","EOY"
"1500","2023-2024","108807015","108056899","2024-04-30 15:09:25.522","Reading","445","7","3.9","","4","EOY"
"1501","2023-2024","108807015","108056918","2024-04-30 16:51:49.875","Reading","798","49","6.9","8","1","EOY"
"1502","2023-2024","108807017","108072590","2024-05-09 15:01:10.164","Reading","855","45","7.4","97","1","EOY"
"1503","2023-2024","108807009","108137073","2024-05-02 19:04:03.860","Reading","1224","68","11.7","69","1","EOY"
"1504","2023-2024","108807017","108064946","2024-05-15 19:45:52.132","Reading","904","50","7.9","60","1","EOY"
"1505","2023-2024","108807015","108056982","2024-04-30 19:05:32.955","Reading","394","5","3.5","45","4","EOY"
"1506","2023-2024","108807006","108234169","2024-05-15 18:05:27.274","Reading","225","1","2.3","21","4","EOY"
"1507","2023-2024","108807009","108137086","2024-05-10 13:34:34.103","Reading","465","4","4.1","9","4","EOY"
"1508","2023-2024","108807017","108064927","2024-05-15 17:18:50.023","Reading","472","7","4.2","8","4","EOY"
"1509","2023-2024","108807017","108064980","2024-05-15 13:39:09.277","Reading","589","16","5.2","2","3","EOY"
"1510","2023-2024","108807015","108056336","2024-04-30 15:17:39.518","Reading","730","43","6.5","11","1","EOY"
"1511","2023-2024","108807009","108048351","2024-05-02 17:54:55.419","Reading","698","20","6.2","30","3","EOY"
"1512","2023-2024","108807015","108057877","2024-05-13 15:15:54.535","Reading","557","18","4.9","87","3","EOY"
"1513","2023-2024","108807108","108075579","2024-05-02 17:01:34.434","Reading","681","77","6.1","66","1","EOY"
"1514","2023-2024","108807009","108049856","2024-01-08 19:00:18.965","Reading","583","11","5.2","83","3","MOY"
"1515","2023-2024","108807017","108064954","2024-01-23 20:55:39.297","Reading","929","58","8.2","89","1","MOY"
"1516","2023-2024","108807087","108241693","2024-01-23 17:30:43.542","Reading","308","2","2.9","49","4","MOY"
"1517","2023-2024","108807017","108064990","2024-01-16 16:33:58.607","Reading","526","12","4.6","76","3","MOY"
"1518","2023-2024","108807087","108192373","2024-01-23 14:40:34.487","Reading","398","6","3.5","75","4","MOY"
"1519","2023-2024","108807108","108075558","2024-01-17 17:58:58.604","Reading","454","37","4.0","86","2","MOY"
"1520","2023-2024","108807087","108115039","2024-01-23 20:28:11.062","Reading","974","76","8.7","35","1","MOY"
"1521","2023-2024","108807087","108178179","2024-01-23 20:53:56.582","Reading","522","18","4.6","7","3","MOY"
"1522","2023-2024","108807017","108205131","2024-01-23 18:08:04.947","Reading","586","19","5.2","59","3","MOY"
"1523","2023-2024","108807014","108050007","2024-01-08 16:56:46.318","Reading","584","11","5.2","22","3","MOY"
"1524","2023-2024","108807017","108110302","2024-01-23 14:27:16.267","Reading","525","12","4.6","52","3","MOY"
"1525","2023-2024","108807009","108052346","2024-01-08 18:50:21.846","Reading","1246","73","12.1","93","1","MOY"
"1526","2023-2024","108807009","108048561","2024-01-08 20:13:58.226","Reading","873","37","7.6","84","2","MOY"
"1527","2023-2024","108807017","108138171","2024-01-09 15:46:27.378","Reading","594","20","5.3","98","3","MOY"
"1528","2023-2024","108807014","108060362","2024-01-08 15:39:58.833","Reading","664","19","5.9","69","3","MOY"
"1529","2023-2024","108807087","108199995","2024-01-23 14:13:31.328","Reading","318","3","2.9","","4","MOY"
"1530","2023-2024","108807017","108113851","2024-01-23 19:21:52.213","Reading","664","27","5.9","79","2","MOY"
"1531","2023-2024","108807087","108247753","2024-01-23 19:44:07.699","Reading","87","1","1.2","2","4","MOY"
"1532","2023-2024","108807087","108178174","2024-01-23 20:58:53.621","Reading","480","13","4.2","67","3","MOY"
"1533","2023-2024","108807017","108076656","2024-01-16 16:36:18.877","Reading","623","23","5.6","10","3","MOY"
"1534","2023-2024","108807108","108186981","2024-01-17 18:04:01.160","Reading","122","1","1.6","72","4","MOY"
"1535","2023-2024","108807087","108237256","2024-01-31 20:49:05.027","Reading","671","39","6.0","","2","MOY"
"1536","2023-2024","108807087","108237256","2024-01-25 20:45:17.057","Reading","712","44","6.3","62","1","MOY"
"1537","2023-2024","108807087","108109036","2024-01-23 17:37:29.019","Reading","287","2","2.7","","4","MOY"
"1538","2023-2024","108807087","108109036","2024-01-22 14:25:11.135","Reading","383","5","3.4","19","4","MOY"
"1539","2023-2024","108807015","108056954","2024-01-10 16:39:21.578","Reading","847","58","7.3","74","1","MOY"
"1540","2023-2024","108807014","108185735","2024-01-08 16:58:46.942","Reading","397","3","3.5","28","4","MOY"
"1541","2023-2024","108807009","108179369","2024-01-18 19:14:48.305","Reading","369","2","3.3","19","4","MOY"
"1542","2023-2024","108807087","108229870","2024-01-26 14:27:49.576","Reading","355","4","3.2","11","4","MOY"
"1543","2023-2024","108807108","108179098","2024-01-18 17:52:58.650","Reading","258","6","2.5","22","4","MOY"
"1544","2023-2024","108807014","108078932","2024-01-08 15:45:03.493","Reading","472","5","4.2","35","4","MOY"
"1545","2023-2024","108807014","108040189","2024-01-08 15:47:19.808","Reading","795","30","6.9","","2","MOY"
"1546","2023-2024","108807017","108185500","2024-01-16 16:41:13.844","Reading","877","50","7.6","78","1","MOY"
"1547","2023-2024","108807009","108039438","2024-01-08 15:56:59.900","Reading","569","10","5.0","69","3","MOY"
"1548","2023-2024","108807108","108075519","2024-01-17 17:52:25.295","Reading","269","7","2.6","34","4","MOY"
"1549","2023-2024","108807009","108191834","2024-01-08 15:57:59.150","Reading","558","9","4.9","58","4","MOY"
"1550","2023-2024","108807014","108053700","2024-01-08 16:55:58.220","Reading","979","51","8.7","91","1","MOY"
"1551","2023-2024","108807009","108136964","2024-01-08 21:23:34.985","Reading","857","35","7.4","11","2","MOY"
"1552","2023-2024","108807108","108075507","2024-01-17 18:26:01.101","Reading","189","3","2.0","86","4","MOY"
"1553","2023-2024","108807108","108075576","2024-01-17 18:15:09.347","Reading","109","1","1.6","30","4","MOY"
"1554","2023-2024","108807108","108075495","2024-01-17 17:59:32.012","Reading","231","4","2.3","80","4","MOY"
"1555","2023-2024","108807009","108193639","2024-01-08 21:34:39.818","Reading","537","8","4.8","28","4","MOY"
"1556","2023-2024","108807108","108122576","2024-01-17 18:05:47.082","Reading","206","3","2.1","64","4","MOY"
"1557","2023-2024","108807014","108049158","2024-01-08 20:13:18.305","Reading","1048","55","9.2","33","1","MOY"
"1558","2023-2024","108807009","108232184","2024-01-08 18:49:53.687","Reading","1250","73","12.2","73","1","MOY"
"1559","2023-2024","108807017","108106267","2024-01-12 16:09:52.745","Reading","630","24","5.6","54","3","MOY"
"1560","2023-2024","108807087","108250028","2024-01-26 14:57:47.340","Reading","680","40","6.1","","1","MOY"
"1561","2023-2024","108807009","108137071","2024-01-08 16:07:39.349","Reading","563","10","5.0","49","3","MOY"
"1562","2023-2024","108807108","108075555","2024-01-19 18:14:58.887","Reading","703","83","6.2","92","1","MOY"
"1563","2023-2024","108807014","108234066","2024-01-08 16:52:44.807","Reading","226","1","2.3","61","4","MOY"
"1564","2023-2024","108807009","108051963","2024-01-08 15:59:51.975","Reading","1071","57","9.4","95","1","MOY"
"1565","2023-2024","108807014","108057962","2024-01-08 16:47:29.441","Reading","630","16","5.6","7","3","MOY"
"1566","2023-2024","108807108","108060984","2024-01-19 18:08:14.395","Reading","376","22","3.4","6","3","MOY"
"1567","2023-2024","108807009","108137072","2024-01-18 14:47:22.784","Reading","719","24","6.4","84","3","MOY"
"1568","2023-2024","108807087","108142439","2024-01-23 17:50:44.152","Reading","530","18","4.7","10","3","MOY"
"1569","2023-2024","108807015","108063311","2024-01-10 18:01:18.737","Reading","569","24","5.0","16","3","MOY"
"1570","2023-2024","108807015","108063311","2024-01-09 20:12:57.927","Reading","727","47","6.5","","1","MOY"
"1571","2023-2024","108807015","108056461","2024-01-10 19:40:34.027","Reading","536","19","4.7","1","3","MOY"
"1572","2023-2024","108807015","108056900","2024-01-10 17:28:53.868","Reading","1279","95","12.8","99","1","MOY"
"1573","2023-2024","108807014","108040823","2024-01-09 20:00:00.131","Reading","1223","70","11.6","88","1","MOY"
"1574","2023-2024","108807014","108051575","2024-01-08 15:40:56.432","Reading","731","25","6.5","19","2","MOY"
"1575","2023-2024","108807015","108085701","2024-01-08 20:11:49.573","Reading","955","74","8.5","90","1","MOY"
"1576","2023-2024","108807015","108234165","2024-01-11 15:31:07.549","Reading","265","1","2.6","42","4","MOY"
"1577","2023-2024","108807014","108243035","2024-01-11 19:24:49.533","Reading","132","1","1.7","2","4","MOY"
"1578","2023-2024","108807108","108179113","2024-01-17 18:35:58.870","Reading","450","36","3.9","99","2","MOY"
"1579","2023-2024","108807017","108137451","2024-01-16 16:38:59.642","Reading","636","24","5.7","18","3","MOY"
"1580","2023-2024","108807017","108185628","2024-01-23 14:40:41.394","Reading","597","20","5.3","36","3","MOY"
"1581","2023-2024","108807015","108183467","2024-01-10 17:25:21.471","Reading","353","4","3.2","6","4","MOY"
"1582","2023-2024","108807009","108049874","2024-01-08 14:49:26.243","Reading","707","22","6.3","71","3","MOY"
"1583","2023-2024","108807009","108053300","2024-01-08 14:54:24.959","Reading","805","30","7.0","49","2","MOY"
